song_id,platform_id,released_year,language,number_of_comments
2348,U22319275,2010,en-US,3915
2349,R15814872,2012,en-US,3561
2350,Y13056159,2012,en-US,5063
2351,S232123,1992,en-US,788
2352,V10596,1996,eng,903
2353,Q25101,1990,eng,1261
2354,P13130,2006,eng,890
2355,Y54539,1861,,2616
2356,R13644052,2013,eng,6750
2357,Y13839,2001,en-CA,2753
2358,U7930335,2012,eng,3949
2359,X6746018,2010,eng,6263
2360,V23125266,2016,en-GB,7154
2361,X325128,1886,,1319
2362,Q85431,1988,,1835
2363,V180066,2007,en-US,3325
2364,T12900174,2011,eng,3653
2365,P261240,1846,eng,924
2366,U1715,8,eng,1121
2367,V11206,1994,eng,3168
2368,X77398,1999,en-US,1406
2369,X9680718,2011,eng,5284
2370,S93263,1993,eng,400
2371,V27126,2006,eng,4092
2372,S12716613,2012,,4008
2373,X21718,2001,eng,1923
2374,X292408,1971,eng,3560
2375,Y18989,1974,,2990
2376,U99085,2000,en-US,206
2377,V13253276,2013,en-CA,4142
2378,S712313,2007,en-US,2599
2379,P6520,2005,,1589
2380,Y72159,1955,eng,726
2381,Y1829709,2008,en-US,2513
2382,Y45109,2002,eng,823
2383,V204276,2003,en-US,1833
2384,X9681098,2011,eng,2557
2385,Q91981,1988,en-US,1207
2386,R9522,2000,fre,301
2387,V71776,1994,eng,2777
2388,V6828896,2010,,1820
2389,T542414,2004,eng,1147
2390,V18712886,2014,eng,7889
2391,S3552023,2008,eng,1511
2392,W46777,2002,eng,3156
2393,P455930,2001,en-US,2090
2394,R1895792,2007,en-US,1762
2395,U24378015,2015,en-US,8438
2396,R15818362,2011,eng,4782
2397,W76237,1985,,36
2398,X79378,2000,en-US,1074
2399,S43893,2003,en-GB,548
2400,W92147,2005,eng,1312
2401,P22571540,2015,eng,3807
2402,T1537534,2008,en-US,1856
2403,U45195,1924,eng,2446
2404,Q19549841,2012,eng,7002
2405,V26046,2006,eng,1189
2406,T49824,1985,en-US,1268
2407,V2903736,2008,en-US,871
2408,X73968,1970,,2237
2409,S858513,1991,en-US,1365
2410,P11808950,2012,eng,5063
2411,T21484,1971,en-US,1181
2412,W12341557,2012,eng,4162
2413,W68527,2004,en-US,2730
2414,X81948,1985,,1202
2415,U281235,1979,eng,1775
2416,X66678,1990,eng,674
2417,Y11947829,2012,en-US,3408
2418,X10822858,2007,eng,3954
2419,V23876,1994,eng,1762
2420,X3992598,2009,eng,2153
2421,U1297985,2007,eng,1905
2422,U25526965,2016,eng,5113
2423,V3684856,2009,en-US,3161
2424,V69136,2006,eng,6441
2425,U49195,2004,eng,1049
2426,R59952,1998,en-US,712
2427,U6697305,2010,eng,582
2428,X6950688,2010,en-US,2246
2429,Q455941,2003,eng,2055
2430,W58077,2005,eng,2250
2431,Y1991039,1997,nor,3957
2432,T407234,2007,eng,1545
2433,R10912,1995,en-GB,2490
2434,S294963,1994,eng,261
2435,U9888775,2011,eng,3234
2436,P18600,1988,eng,1318
2437,Y15784909,2013,eng,5787
2438,P205330,1997,,719
2439,U2255,1980,en-US,1579
2440,Q12781,1988,eng,3036
2441,X6178648,2009,eng,5488
2442,R866222,1992,,556
2443,V17158596,2013,eng,4562
2444,W3860977,2009,en-US,1401
2445,Q91661,1994,en-US,4823
2446,Q356321,1931,en-US,328
2447,X8458018,2011,eng,1618
2448,Q6316821,2008,eng,1261
2449,P6834410,2010,eng,5536
2450,X16151178,2012,eng,8606
2451,W9517,2001,eng,1991
2452,W64217,1989,en-US,1275
2453,R149302,1985,en-GB,591
2454,R1314332,2007,eng,3910
2455,X6728738,2009,eng,4796
2456,X104378,1999,en-US,2454
2457,P18080920,2013,eng,2918
2458,W43887,2004,en-US,564
2459,P129650,1961,en-US,434
2460,Y9876989,2009,eng,473
2461,S604803,2007,en-US,845
2462,U88815,2007,eng,4713
2463,P12432220,2012,eng,7080
2464,V85386,1960,eng,2641
2465,W56627,2006,eng,2166
2466,R400412,1922,en-US,618
2467,V201146,1957,eng,407
2468,R206172,1842,eng,581
2469,Y34529,1992,eng,997
2470,P62530,2006,eng,1256
2471,V28876,2006,eng,4441
2472,T444304,2003,eng,2574
2473,W7497897,2010,eng,1669
2474,S1303,1988,,2166
2475,W41667,1959,eng,2441
2476,Y3392089,2008,eng,5615
2477,V5861926,2009,eng,1112
2478,W85437,1977,eng,567
2479,U46945,1978,eng,935
2480,R111332,2003,eng,4298
2481,Q76401,1970,,2277
2482,V128066,1946,,824
2483,R16033902,2013,eng,3667
2484,V3052106,2009,eng,104
2485,W11557,1987,eng,2390
2486,U22522805,2015,eng,6044
2487,T68494,2000,eng,3853
2488,S4070493,2008,eng,3582
2489,R2442,1991,eng,1345
2490,R721012,1819,eng,437
2491,W117,1984,eng,612
2492,R772852,1963,,441
2493,W346087,2007,eng,966
2494,T9912994,2011,eng,3331
2495,X222458,2006,,4000
2496,V8584686,2011,eng,7023
2497,S49353,1995,eng,1364
2498,U2715,2002,eng,2640
2499,S31173,1853,eng,2731
2500,X10552338,2011,eng,4221
2501,R34502,1994,eng,1172
2502,X14740588,2012,eng,5011
2503,U6117055,2009,en-GB,1620
2504,W392297,1992,eng,792
2505,V356896,1968,eng,969
2506,X3758,1953,eng,3074
2507,T83144,2001,eng,6085
2508,V11346,1973,en-US,2324
2509,R17999892,2013,eng,2909
2510,V7148256,2010,eng,3912
2511,R6642402,2010,eng,2103
2512,R105552,1970,en-US,626
2513,W10607,2001,eng,1227
2514,Y15719,2003,eng,1344
2515,R26722,2006,en-US,775
2516,Q13330761,2012,,5883
2517,T19494,1963,eng,2712
2518,T133664,2005,eng,1321
2519,R13162,1998,eng,1333
2520,T6443834,2009,jpn,1280
2521,T4004,1987,eng,1451
2522,X383028,2006,en-US,1935
2523,Q231821,1960,eng,712
2524,Y13529,2004,en-US,5216
2525,W13359067,2012,eng,3339
2526,Y22369,2007,eng,610
2527,P12177850,2000,eng,1406
2528,X16158558,2013,eng,3641
2529,X7198988,2010,eng,1805
2530,X25734248,2016,eng,5692
2531,T6255144,2009,en-US,705
2532,X15820748,2013,,3588
2533,P16069030,2014,eng,9748
2534,R71332,1996,eng,5572
2535,U17465515,2012,eng,3822
2536,Y70539,1982,eng,812
2537,X6406018,2004,en-US,354
2538,Y15803059,2013,eng,6121
2539,Y14839,2001,eng,708
2540,T118944,2006,eng,5799
2541,T1335184,1960,eng,76
2542,Y15990969,2012,eng,5039
2543,R7141642,2010,eng,5175
2544,U18525,1604,eng,1126
2545,U84145,2003,eng,1710
2546,T6614,2005,eng,945
2547,Y79379,2001,eng,940
2548,V180116,1992,eng,831
2549,V30246,1998,en-US,909
2550,R30242,1998,en-US,887
2551,Y19286669,2014,eng,4201
2552,W9597,1952,eng,1365
2553,U10155,1912,,1440
2554,Q34511,2003,eng,1286
2555,Q60931,1979,eng,5809
2556,R8282,1940,,1283
2557,X525488,1992,en-US,1632
2558,X17378508,2014,eng,8312
2559,U43945,1969,,2104
2560,V815716,1998,eng,765
2561,Y51019,1988,eng,2468
2562,W15783307,2012,eng,2982
2563,R7540092,2010,eng,4917
2564,W8647,2005,eng,885
2565,X10128428,2011,eng,5619
2566,R748862,1995,en-US,513
2567,X9917938,2011,eng,5562
2568,Q13131,2007,en-US,1499
2569,U40395,1912,en-GB,2994
2570,S17262203,2013,eng,4289
2571,P77770,1943,eng,966
2572,V19596,2003,en-US,514
2573,W5357,2001,eng,3496
2574,T24244,1993,eng,1566
2575,Y12022079,2012,eng,4442
2576,V16117506,2013,eng,3358
2577,Y127459,2007,eng,3573
2578,W5197,1993,en-US,2565
2579,W178357,1998,en-US,393
2580,U24820165,2015,eng,3841
2581,V7415016,2010,eng,2843
2582,X857448,1956,en-US,637
2583,U18144115,2014,eng,3293
2584,Y393199,1933,en-US,2633
2585,U6081685,2006,eng,409
2586,R381102,1991,eng,1029
2587,W14061957,2014,eng,9218
2588,W3503947,2008,ara,3824
2589,Y421549,2000,eng,2732
2590,T13152194,2012,,4859
2591,Y743599,1999,eng,2610
2592,T15654,1980,en-GB,1791
2593,T3054684,2009,eng,1382
2594,X7668,1992,eng,713
2595,W136167,1973,eng,755
2596,Y7936809,2010,eng,2529
2597,U10065,1989,eng,765
2598,W7274337,2010,eng,4331
2599,Q15861491,2013,eng,3453
2600,Y56759,1886,eng,1629
2601,R8732,1933,,1519
2602,Y498389,2003,eng,1887
2603,Y5159,1997,eng,1347
2604,Q119091,1994,,589
2605,Q190361,2000,eng,1303
2606,W9268487,2013,eng,1816
2607,Y1248179,2008,en-US,3678
2608,P13830,1986,en-US,1144
2609,W8680417,2011,eng,5298
2610,S9303,1996,en-US,725
2611,Q34501,2004,eng,1400
2612,U50365,1993,en-US,1714
2613,S22738563,2014,eng,7218
2614,V8087906,2011,en-GB,3174
2615,U4135,2006,eng,1412
2616,P22320,2003,eng,1851
2617,Y21936809,2015,eng,5526
2618,U11525,2003,,450
2619,V355916,2007,en-US,1106
2620,W6667,1984,eng,2134
2621,P10890,1999,en-CA,2197
2622,W184657,2004,eng,760
2623,V13836,1992,en-US,1473
2624,S30013,1988,eng,1048
2625,X56728,1997,eng,1036
2626,S18798983,2015,eng,11884
2627,W6260997,2008,eng,4627
2628,X10798418,2011,eng,6387
2629,P18243700,2014,eng,7538
2630,Y2807199,2008,eng,5568
2631,T29394,2006,eng,1126
2632,V334176,1996,eng,5540
2633,P10910,1996,en-GB,2502
2634,T20727654,2014,eng,4844
2635,V6023056,2009,,2328
2636,X10335318,2011,en-US,4490
2637,T89724,1962,eng,6521
2639,V2761626,2008,eng,2722
2640,R216442,1992,en-US,806
2641,Y17262159,2013,eng,3558
2642,V183656,2001,eng,2091
2643,P228630,1945,en-US,1466
2644,W5167,2001,en-US,1813
2645,T43884,2006,,481
2646,R29582,1986,eng,848
2647,X10058,2000,,1365
2648,Q99111,1926,eng,625
2649,S112803,1940,eng,1369
2650,U2265,1999,en-US,1881
2651,V45546,1996,eng,1942
2652,P18803640,2015,eng,6017
2653,U21423525,2014,eng,4002
2654,U66695,1990,eng,572
2655,R6393082,2009,en-US,192
2656,W6218007,2006,eng,395
2657,U182425,1999,en-US,995
2658,P34510,1990,eng,1041
2659,T12513614,2011,eng,5525
2660,Y81959,1902,eng,1830
2661,V2082136,2008,en-US,4005
2662,W544257,2007,eng,1363
2663,W23278537,2013,eng,7292
2664,Y13562049,2012,eng,5477
2665,P17333880,2013,eng,3931
2666,U19675,1996,eng,505
2667,V8592946,2011,eng,2918
2668,W156427,1959,eng,1437
2669,P45100,1998,eng,1647
2670,W148337,1967,,321
2671,W41977,1990,eng,1469
2672,Y23513349,2014,eng,10042
2673,P5720,1998,en-US,850
2674,X16788,2006,eng,3045
2675,R8196732,2010,eng,4636
2676,R20518872,2007,eng,5733
2677,R48002,2001,eng,1117
2678,X154798,2003,eng,1480
2679,S227593,2002,eng,2273
2680,Y52309,1791,eng,2159
2681,S1858013,2007,eng,1606
2682,W12891107,2012,en-US,1929
2683,V12160906,2012,eng,2578
2684,Q187811,2000,eng,2123
2685,Y3047849,2009,eng,1431
2686,X4898,2004,,679
2687,P6431790,2010,eng,2533
2688,X8546358,2011,en-US,6009
2689,T815234,1984,,1089
2690,U27239265,2015,eng,2229
2691,S33453,2007,eng,2586
2692,W18104607,2014,eng,6034
2693,Q77711,1992,eng,1801
2694,Y6709,1999,,410
2695,Y19469,1990,en-US,2293
2696,X413158,1960,eng,375
2697,P6448470,2010,en-US,4384
2698,Y9809,1972,eng,2844
2699,W11096647,2011,eng,5104
2700,Y17905709,2013,eng,4927
2701,R26582,1983,en-US,3713
2702,W6114607,2002,en-US,5112
2703,R10882,1966,fre,1173
2704,T9758764,2010,en-US,2729
2705,R395922,1991,eng,2899
2706,P73070,1994,eng,1754
2707,X13707738,2011,eng,1933
2708,T7227174,2010,eng,2405
2709,R14662,1830,eng,1273
2710,S16183,2004,en-US,2065
2711,U332775,2007,eng,5087
2712,V10800916,2011,en-US,1660
2713,W452157,2004,,53
2714,U9462795,2011,en-US,4837
2715,T7739934,2010,eng,1347
2716,X67238,1988,eng,752
2717,R23745132,2015,en-GB,2745
2718,P63720,1999,eng,969
2719,S1524173,2006,eng,1327
2720,T639864,1946,en-US,1408
2721,P9595650,2011,eng,2245
2722,X1325218,1981,eng,1512
2723,T26109394,2016,eng,4096
2724,S27323,1946,eng,2062
2725,Q6316171,2009,eng,4285
2726,S15283043,2013,eng,5514
2727,S3873,1975,eng,1143
2728,R16131032,2013,eng,2417
2729,R5932,1924,eng,1505
2730,Y382549,1988,en-US,507
2731,V1062516,1998,en-US,1885
2732,T18414,1516,eng,1887
2733,Q1099301,2007,en-US,3180
2734,P18053060,2014,eng,7881
2735,Y16429,2006,eng,1638
2736,P7048800,2010,eng,9036
2737,X6588,2003,en-US,938
2738,U533465,2000,en-US,3558
2739,R18813642,2014,eng,5030
2740,Y226709,1980,en-US,1667
2741,P6690,1975,,1844
2742,U9160695,2011,eng,6270
2743,S19351043,2015,eng,6660
2744,R1192,2005,,209
2745,W6537,1995,eng,636
2746,V84736,2005,eng,1136
2747,U15055,1985,eng,1912
2748,Q16139641,2013,en-GB,2252
2749,S19427193,2007,eng,1616
2750,Q25051,1947,eng,1080
2751,R58962,1997,eng,1105
2752,V18505796,2014,eng,3485
2753,P120230,2006,,178
2754,T32504,1998,eng,999
2755,Q41821,1972,eng,1150
2756,W6393047,2010,eng,555
2757,R7742,1999,en-US,2360
2758,P13570,2004,eng,330
2759,R8962,2000,,2916
2760,W297627,2000,eng,1201
2761,V169756,2002,eng,5504
2762,V3819326,2009,eng,3599
2763,P752900,-431,en-GB,1037
2764,Q6342491,2009,en-US,4018
2765,V821056,1955,,933
2766,S38333,1995,eng,1849
2767,U19358975,2014,eng,3506
2768,P20263040,2014,eng,3156
2769,T15994634,2013,eng,4020
2770,Y4979,2005,eng,2044
2771,R17667452,2009,en,2506
2772,S25893693,2016,eng,6679
2773,T552894,2008,eng,1604
2774,P23664710,2015,en-US,3420
2775,W18428067,2013,eng,5576
2776,X13496738,2012,eng,2236
2777,V13414676,2012,eng,6644
2778,W1672727,2007,,1848
2779,S16001443,2012,eng,2033
2780,S1814843,2006,eng,1195
2781,Q49221,1961,en-US,1930
2782,V22416,1998,eng,868
2783,S13833,1994,en-US,629
2784,W8099187,2010,eng,2557
2785,U6387565,2009,eng,4345
2786,V386286,1972,eng,1320
2787,S37743,1975,eng,3377
2788,Q22609391,2015,eng,4425
2789,Q31231,1979,,264
2790,W3147367,2008,en-US,1378
2791,P15842230,2012,eng,2540
2792,T16065004,2015,eng,2804
2793,U17262155,2013,eng,5593
2794,S30633,1960,en-US,1109
2795,T20639274,2014,eng,7779
2796,Q11010251,2011,eng,3949
2797,U10505,2004,eng,169
2798,U18765,1934,eng,1862
2799,Q13326831,2013,eng,5339
2800,R17908462,2013,en-US,4970
2801,Y13628209,2011,en-GB,4371
2802,Y13829,2006,eng,1594
2803,T8788554,2011,en-US,6132
2804,S18039963,2013,eng,3574
2805,W9615347,2011,eng,3671
2806,R9912,1987,eng,1102
2807,R30262,2005,en-US,1641
2808,S66693,1988,eng,691
2809,W44597,1966,eng,3625
2810,V16286,1965,en-US,2038
2811,Q189811,1988,en-GB,249
2812,T402014,2000,,888
2813,T20821614,2014,eng,7892
2814,P13618440,2014,eng,8247
2815,W1205297,2007,en-US,3642
2816,U9284655,2011,eng,5262
2817,U105,1985,eng,552
2818,T20821284,2014,eng,5349
2819,Y7094569,2010,en-US,5228
2820,V3476,1998,eng,1103
2821,T77394,1917,eng,1389
2822,T75024,2006,en-US,1729
2823,U89165,1993,eng,525
2824,X4836308,2009,en-US,5539
2825,Q55401,2000,eng,1433
2826,P17983690,2013,eng,5374
2827,R78982,1976,,864
2828,R2315892,2009,eng,1908
2829,S18635113,2014,eng,5096
2830,T154424,2005,en-US,811
2831,X8171378,2010,eng,4594
2832,W20706317,2014,eng,5236
2833,R13623012,2011,,3922
2834,V11366,1962,eng,1674
2835,Y937249,2001,en-US,709
2836,U71865,1993,en-US,2574
2837,T6514074,2009,en-US,3282
2838,W18140047,2014,eng,6385
2839,S10776793,2007,en-CA,3139
2840,P27071490,2016,eng,7846
2841,V7237456,2010,en-US,3737
2842,U3410425,2008,en-US,1281
2843,P3918010,2010,eng,874
2844,U408615,2006,eng,4644
2845,Q6686101,2011,en-US,1869
2846,T5344,1854,eng,2098
2847,R16033842,2011,fre,5284
2848,S3722183,2015,eng,4886
2849,T6681454,2010,,2918
2850,R46202,2006,eng,3955
2851,U667985,2001,eng,257
2852,Q57891,1999,eng,3994
2853,Y5126859,2010,en-US,5757
2854,Q107301,1950,eng,2706
2855,U18667945,2014,eng,2980
2856,U2485785,2006,eng,3342
2857,P188230,1975,en-US,3175
2858,P6070950,2009,eng,2014
2859,P19670,1994,en-US,431
2860,S17343,1956,en-US,3172
2861,P224500,2001,en-US,1837
2862,V15676,1986,,575
2863,T93794,2000,eng,1501
2864,W490867,2004,eng,2110
2865,X47558,1963,eng,682
2866,P13147230,2012,eng,4017
2867,Y1319,2002,en-US,3578
2868,P13223520,2004,eng,3285
2869,X11438,1981,eng,2056
2870,Y104379,1996,eng,2367
2871,P10790290,2011,eng,2631
2872,W17286747,2013,eng,3992
2873,W218467,1977,en-US,1156
2874,T114144,1996,eng,861
2875,X31548,1915,eng,2567
2876,Q18879761,2015,eng,5386
2877,P99110,1961,en-US,249
2878,W32527,2004,en-US,1728
2879,R153542,1938,,525
2880,T17383994,2013,en-US,1149
2881,V116296,2007,en-US,1490
2882,P7074000,2010,eng,2024
2883,X10908,1993,eng,2461
2884,P16150830,2013,eng,4807
2885,V3257136,2008,eng,5439
2886,S16248113,2013,eng,4713
2887,Y30259,2007,en-US,1184
2888,S20821043,2014,eng,4883
2889,Y6604209,2009,en-US,982
2890,Y227729,1998,en-US,806
2891,V6545536,2010,eng,518
2892,S808853,1969,,165
2893,W11082037,2011,eng,2452
2894,S500503,1992,eng,391
2895,Y17331349,2014,eng,2675
2896,S13436373,2012,eng,3596
2897,P3110,2005,en-US,3408
2898,Q92121,1970,en-US,1354
2899,S18144053,2014,eng,4834
2900,U3220405,2008,en-US,1889
2901,Y421129,2004,en-US,2489
2902,U4005,1996,eng,1238
2903,Y35519,1988,en-GB,1282
2904,S21418013,2014,eng,4161
2905,Q17380041,2013,eng,6169
2906,R21412202,2014,eng,6019
2907,V773276,1994,,796
2908,U13522285,2013,eng,4726
2909,T6389704,2009,eng,628
2910,Y138269,1980,eng,1757
2911,X30248,2001,eng,1017
2912,P119760,1989,en-US,497
2913,Y16099159,2013,eng,1715
2914,S3483,2006,eng,4754
2915,X18498558,2014,eng,6471
2916,P12476820,2012,en-US,4291
2917,S72223,2006,en-US,3997
2918,W17802747,2013,eng,3619
2919,P3047850,2008,eng,1489
2920,U184655,1999,eng,1570
2921,P395090,1965,eng,1072
2922,Y13223349,2012,eng,1447
2923,W33457,1992,en-US,1377
2924,X46438,2006,eng,1482
2925,R6534932,2009,en-US,1426
2926,V240976,1979,eng,1396
2927,U479415,1995,en-US,1603
2928,Q46191,2009,,1467
2929,Q3047851,2010,en-US,1537
2930,Q1225621,2008,en-US,1088
2931,W433567,1884,en-US,2864
2932,Y7728889,2012,en-US,7351
2933,S3798703,2008,eng,4075
2934,R14142,1956,eng,1269
2935,P537070,2007,,1624
2936,X64218,1990,en-US,1207
2937,R25102,1993,eng,1037
2938,R9302,2004,,895
2939,Y16729,1975,eng,2396
2940,Q46601,1994,en-US,1311
2941,Y16429619,2014,eng,7571
2942,S42933,1966,eng,721
2943,P8573020,2011,en-US,5929
2944,X34498,2000,eng,975
2945,Y10762469,2011,en-US,5095
2946,T66354,1990,eng,1485
2947,T23454,1985,eng,526
2948,Q9219901,2010,,2414
2949,V693016,2007,eng,1776
2950,S96123,1974,eng,1019
2952,T20564,1860,eng,1424
2953,Q7334201,2010,eng,4362
2954,S407813,1982,,2261
2955,T13570854,2013,eng,5707
2956,Q10661081,2011,eng,206
2957,R121732,1955,eng,1156
2958,S24113,1979,eng,1383
2959,P153780,2004,eng,795
2960,Y95819,1969,eng,327
2961,S8953,1993,eng,3302
2962,S15790873,2013,eng,4687
2963,W53817,1997,en-US,842
2964,W10816297,2012,eng,1583
2965,Y74389,1990,en-US,1038
2966,X17733898,2013,eng,2377
2967,X9838,2002,en-US,2664
2968,P833710,2002,eng,1723
2969,Q4703581,2009,eng,4285
2970,Y128759,2001,,869
2971,X4345498,2009,eng,2573
2972,X15748898,2012,en-US,2371
2973,X124918,1968,eng,324
2974,S7201913,2011,en-US,1888
2975,S4983,2002,eng,184
2976,X91248,1975,eng,558
2977,R216422,1993,eng,835
2978,U13578175,2012,eng,2989
2979,Y2906039,2008,eng,2133
2980,T201114,2006,eng,4792
2981,W552887,2007,eng,1366
2982,R27822,1833,eng,921
2983,U13138635,2013,eng,7148
2984,U2986865,2008,en-US,3935
2985,X4538,1996,,1748
2986,U7933615,2012,en-US,1990
2987,W11454587,2012,eng,3799
2988,Y32979,1930,eng,2169
2989,P33810,1997,eng,1692
2990,Q325421,1920,,554
2991,Q10911,2003,en-US,2361
2992,S94803,1971,eng,437
2993,V6219656,1948,eng,1615
2994,R58822,2000,eng,2539
2995,T74824,2007,eng,1056
2996,U7896345,2011,en-US,3153
2997,T9833184,2013,eng,4920
2998,P6479550,2010,eng,2463
2999,R25152052,2015,eng,4336
3000,P47990,1997,eng,937
3001,S704043,2007,eng,2530
3002,Q32071,1913,en-US,1503
3003,U8155,1979,eng,614
3004,T15757434,2012,eng,3120
3005,T15791154,2013,eng,2513
3006,P22200,1986,en-US,799
3007,R24472,2007,eng,4089
3008,S5231173,2009,en-US,2485
3009,R81922,1998,vie,718
3010,U7058405,2004,eng,3024
3011,Y22649,2000,eng,847
3012,Y23481669,2014,,2357
3013,Q88071,2007,en-US,1724
3014,R826582,2002,en-US,362
3015,U18593175,2013,eng,5454
3016,X9298,1999,en-US,755
3017,U17156015,2013,eng,3263
3018,Y43339,1975,,908
3019,V77366,1984,eng,1887
3020,S7723,1915,eng,1268
3021,W218357,2006,en-US,3208
3022,Y3049,1390,,1159
3023,Q4921,1889,eng,3051
3024,T214614,1968,en-US,1826
3025,Y6419,2007,en-US,1431
3026,T56454,2007,en-US,1611
3027,P9570,1971,en-US,857
3028,S92163,1987,eng,1194
3029,X43328,1980,eng,868
3030,R8718952,2010,en-US,110
3031,U9395215,2011,eng,1683
3032,U17255435,2012,eng,4335
3033,R586472,1979,eng,935
3034,U129645,2000,en-US,1043
3035,U32255,2006,en-US,1251
3036,Q33441,2003,eng,1935
3037,R899492,1843,eng,1077
3038,X7362158,2010,eng,4732
3039,U17565845,2014,eng,5879
3040,T13146214,2012,eng,2196
3041,V24096,1519,,114
3042,R217432,2003,eng,1525
3043,U17920175,2013,eng,2067
3044,V1375896,2008,,925
3045,T23305614,2015,eng,6643
3046,R603422,1977,eng,383
3047,Q105551,1965,eng,1044
3048,W2517,1998,eng,3006
3049,P78250,1968,en-US,849
3050,W9509287,2011,en-US,1598
3051,S193093,1947,,516
3052,W213647,2006,en-US,2807
3053,S19004663,2014,eng,4094
3054,T2223324,2003,,31
3055,Q16791,1993,eng,454
3056,S229123,1967,,1342
3057,P13623150,2012,eng,5147
3058,Y84839,2006,eng,748
3059,U40745,2006,en-US,3668
3060,P5972040,2009,eng,834
3061,U26435,1940,eng,1207
3062,P2527900,2008,eng,1478
3063,Y210329,1973,eng,1807
3064,Y23754479,2015,eng,3742
3065,V32446,1985,en-US,608
3066,U53625,2002,en-US,744
3067,V3975186,2009,,2724
3068,U9595,1976,eng,1043
3069,U38315,2001,eng,1207
3070,U14975,2005,eng,2670
3071,S7493,2000,en-GB,1520
3072,Y76679,1993,eng,584
3073,R6919272,2010,ger,4359
3074,S16142053,2013,eng,3890
3075,R7619292,2010,en-US,1915
3076,T56034,1969,eng,1237
3077,R732562,1798,eng,713
3078,P240130,1980,en-GB,1562
3079,W163977,1935,eng,1776
3080,T23814,1885,eng,1413
3081,R12647642,2012,eng,1828
3082,U25105,1994,eng,936
3083,Q3934321,2009,en-US,1651
3084,W3467,2004,eng,3059
3085,T5954,1930,eng,1318
3086,V25106,1990,eng,892
3087,T17199504,2013,eng,6748
3088,P31250,1855,eng,1184
3089,T175004,2003,,1078
3090,S50833,1966,en-US,2632
3091,W12657,1965,eng,1092
3092,T4954,2002,eng,1524
3093,P3438000,1994,ara,5475
3094,V201126,1989,eng,1091
3095,Y6339989,2009,,182
3096,W673657,1985,en-US,425
3097,V7076706,2010,eng,2210
3098,W13147,2005,eng,1861
3099,R45252,2004,eng,1606
3100,Q322351,1973,eng,853
3101,R269322,1845,en-US,288
3102,V6335026,2008,eng,3525
3103,X22522808,2015,eng,4380
3104,P106590,1995,eng,425
3105,S1811543,2008,en-US,2651
3106,X3698,1955,eng,2105
3107,Q16062211,2012,eng,2368
3108,Q6541,1996,en-US,649
3109,P77430,1969,eng,2471
3110,U969275,1985,eng,300
3111,W89187,2000,eng,1487
3112,R7134202,2010,eng,2044
3113,Y8205669,2009,en-US,4033
3114,Y6054449,2009,eng,2453
3115,T14384,2006,eng,2666
3116,W10345927,2012,eng,3824
3117,Q28251,2002,eng,1208
3118,T17383934,2013,eng,4313
3119,U3465,2004,eng,2654
3120,Q24781,1968,eng,897
3121,R9462812,2011,eng,4319
3122,U77295,1955,,3103
3123,Y2159,2004,en-US,3036
3124,T426504,1944,en-US,1561
3125,T37304,1993,eng,473
3126,U4625,1925,en-US,684
3127,S50033,1957,eng,3226
3128,R43782,1989,eng,850
3129,R6570502,2010,eng,2072
3130,S24228353,2015,eng,2010
3131,U243705,1963,eng,2315
3132,P183660,2006,eng,3793
3133,T9594,1997,eng,1240
3134,U13540215,2012,,5163
3135,V17262366,2013,eng,4011
3136,W41967,1996,en-GB,856
3137,Y34919,1993,eng,162
3138,P65840,1936,,1346
3139,X226378,1840,eng,983
3140,S9943,1997,en-US,1083
3141,R6862,1998,,2553
3142,S40923,2001,eng,866
3143,R10222,1978,en-US,1044
3144,Q2211221,2008,en-US,1981
3145,P17448960,2013,eng,4232
3146,R20819682,2014,eng,3412
3147,Q22443261,2013,eng,4864
3148,R42172,2001,en-US,801
3149,S196613,2005,en-US,4034
3150,Y12299419,2011,eng,3921
3151,R899962,1966,eng,127
3152,Q2054761,2008,eng,912
3153,Y107779,1989,eng,1672
3154,Y2836109,2007,eng,1188
3155,P18114060,2014,eng,3222
3156,Q11691,2002,eng,2965
3157,U6348045,2009,eng,994
3158,T715834,2002,eng,1658
3159,V1127996,1969,eng,266
3160,P359410,2005,en-US,4669
3161,Q11737271,2012,eng,2055
3162,S13133,2007,eng,2180
3163,Y45169,2007,en-US,1532
3164,X15937108,2013,eng,5500
3165,X6421588,2010,eng,1376
3166,W139417,2000,eng,1604
3167,Q777211,2003,en-US,654
3168,V6781956,2010,eng,1797
3169,V157076,1924,,1030
3170,T954674,2008,en-US,5103
3171,Q136081,2005,eng,1936
3172,Y304079,1273,,696
3173,T22716194,2015,eng,4531
3174,S175983,2001,eng,1076
3175,W2029927,2008,eng,2036
3176,R261122,2007,eng,1758
3177,T13834,1996,en-US,677
3178,Y4922079,2009,eng,4756
3179,V385706,2005,eng,1280
3180,W9279177,2011,en-US,4849
3181,U32525,1926,eng,136
3182,W15567,1985,eng,577
3183,S2498983,2008,eng,1597
3184,W2200877,2008,en-US,4900
3185,Q9761771,2012,eng,3098
3186,Q126381,2003,,3265
3187,Y113429,2005,,3225
3188,P9595620,2011,eng,1861
3189,S14383,2006,en-CA,1388
3190,X3313418,2008,eng,826
3191,W23093367,2014,eng,3198
3192,T18528454,2013,eng,3241
3193,Q16071701,2013,eng,3789
3194,P16099180,2013,en-US,4387
3195,V6224826,2009,en-US,3545
3196,X801178,1993,eng,632
